,course_name,course_code,prerequisites_text,antirequisites_text,corequisites_text,precorequisites_text,prerequisites_link,antirequisites_link,corequisites_link,precorequisites_link,description,location,extra_info,weight,category
899,GLOBAL CHINESE LITERATURE,CHINESE 3657F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]","[{'text': 'CHINESE 3953F/G', 'isLink': True}, {'text': 'if taken in 2022-23.', 'isLink': False}]",[],[],[],['CHINESE 3953F/G'],[],[],"This course examines Sinophone literature written by Chinese immigrant writers from different parts of the world, including North America, Europe, and Asia. The course explores literary works in relation to the global history of Chinese immigration as well as intercultural and interracial experiences.",Huron,3 hours. Taught in English.,0.5,CHINESE
900,CHINESE FILM AND VISUAL CULTURE,CHINESE 3658F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]","[{'text': 'CHINESE 3955F/G', 'isLink': True}, {'text': 'if taken in 2022-23.', 'isLink': False}]",[],[],[],['CHINESE 3955F/G'],[],[],"This course is an introduction to Chinese film and visual culture from the earliest days until the present. This class invites students to watch, read, and discuss films from several periods and traditions, including auteur, genre, and animated films.",Huron,3 hours. Taught in English.,0.5,CHINESE
901,BUDDHISM IN CHINESE CULTURE,CHINESE 3659F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],"This course surveys the linguistic, intellectual and aesthetic influence of Buddhism in China by examining selected works of Chinese painting, sculpture, architecture, music, dance, and literature. Students will gain an understanding of the Buddhist tradition in Chinese culture and develop skills in critical examination of cultural phenomena.",Huron,3 hours. Taught in English.,0.5,CHINESE
902,SPECIAL TOPIC IN CHINA STUDIES,CHINESE 3950F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],Topics selected by the instructor. Consult the Department of French and Asian Studies.,Huron,"3 hours, 0.5 course.",0.5,CHINESE
903,SPECIAL TOPIC IN CHINA STUDIES,CHINESE 3951F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],Topics selected by the instructor. Consult the Department of French and Asian Studies.,Huron,"3 hours, 0.5 course.",0.5,CHINESE
904,SPECIAL TOPIC IN CHINA STUDIES,CHINESE 3952F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],Topics selected by the instructor. Consult the Department of French and Asian Studies.,Huron,"3 hours, 0.5 course.",0.5,CHINESE
905,SPECIAL TOPIC IN CHINA STUDIES,CHINESE 3953F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],Topics selected by the instructor. Consult the Department of French and Asian Studies.,Huron,"3 hours, 0.5 course.",0.5,CHINESE
906,SPECIAL TOPIC IN CHINA STUDIES,CHINESE 3954F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],Topics selected by the instructor. Consult the Department of French and Asian Studies.,Huron,"3 hours, 0.5 course.",0.5,CHINESE
907,SPECIAL TOPIC IN CHINA STUDIES,CHINESE 3955F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],Topics selected by the instructor. Consult the Department of French and Asian Studies.,Huron,"3 hours, 0.5 course.",0.5,CHINESE
908,SPECIAL TOPIC IN CHINA STUDIES,CHINESE 3956F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],Topics selected by the instructor. Consult the Department of French and Asian Studies.,Huron,3 hours.,0.5,CHINESE
909,SPECIAL TOPIC IN CHINA STUDIES,CHINESE 3957F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],Topics selected by the instructor. Consult the Department of French and Asian Studies.,Huron,"3 hours, 0.5 course.",0.5,CHINESE
910,SPECIAL TOPIC IN CHINA STUDIES,CHINESE 3958F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],Topics selected by the instructor. Consult the Department of French and Asian Studies.,Huron,"3 hours, 0.5 course.",0.5,CHINESE
911,SPECIAL TOPIC IN CHINA STUDIES,CHINESE 3959F/G,"[{'text': '1.0 Essay course from Category A or B.', 'isLink': False}]",[],[],[],[],[],[],[],Topics selected by the instructor. Consult the Department of French and Asian Studies.,Huron,3 hours.,0.5,CHINESE
912,BUSINESS TRANSLATION 1,CHINESE 4440A/B,"[{'text': 'CHINESE 3340A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'CHINESE 3341A/B', 'isLink': True}, {'text': 'or permission of the department.', 'isLink': False}]",[],[],[],"['CHINESE 3341A/B', 'CHINESE 3340A/B']",[],[],[],English and Chinese translation with fundamentals of theory and practice for oral and written business-oriented communication. Reflective conversation and intensive practice sessions help students obtain insights and techniques to avoid common translation pitfalls and to develop the skills for more natural and accurate translations in business Chinese and English.,Huron,3 hours.,0.5,CHINESE
913,BUSINESS TRANSLATION 2,CHINESE 4441A/B,"[{'text': 'CHINESE 4440A/B', 'isLink': True}, {'text': 'or permission of the department.', 'isLink': False}]",[],[],[],['CHINESE 4440A/B'],[],[],[],Chinese and English translation to deepen understanding of theory and to enhance language proficiency in business-oriented communication. This course continues Chinese 4440A/B Business Translation 1. Students build competence through analyzing texts and deploying strategies to resolve issues encountered in translating a variety of authentic and increasingly complex business documents.,Huron,3 hours.,0.5,CHINESE
914,CHINESE 4,CHINESE 4450,"[{'text': 'CHINESE 3350', 'isLink': True}, {'text': 'or permission of the department.', 'isLink': False}]","[{'text': 'CHINESE 4452A/B', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'CHINESE 4453A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],['CHINESE 3350'],"['CHINESE 4452A/B', 'CHINESE 4453A/B']",[],[],"An advanced course in standard Chinese, building on skills developed in earlier Chinese courses. Students will read short Chinese literary texts, newspapers and journals, develop skills in conversation and discussion of topics related to the readings, and develop practical writing skills. Students will develop comprehension skills by using Chinese media broadcasts.",Huron,4 hours.,1.0,CHINESE
915,CHINESE 4,CHINESE 4452A/B,"[{'text': 'CHINESE 3350', 'isLink': True}, {'text': 'or permission of the department.', 'isLink': False}]","[{'text': 'CHINESE 4450', 'isLink': True}]",[],[],['CHINESE 3350'],['CHINESE 4450'],[],[],"An advanced course in standard Chinese. Building on skills developed in Chinese 3350, students will read short Chinese literary texts, newspapers and journals, develop skills in conversation and discussion of topics related to the readings, and develop practical writing skills. Prepare students for progression to Chinese 4453A/B.",Huron,4 hours,0.5,CHINESE
916,CHINESE 4,CHINESE 4453A/B,"[{'text': 'CHINESE 4452A/B', 'isLink': True}, {'text': 'or permission of the department.', 'isLink': False}]","[{'text': 'CHINESE 4450', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],['CHINESE 4452A/B'],['CHINESE 4450'],[],[],"An advanced course in standard Chinese and a continuation of Chinese 4452A/B. Building on skills developed in Chinese 3350, students will read short Chinese literary texts, newspapers and journals, develop skills in conversation and discussion of topics related to the readings, and develop practical writing skills.",Huron,4 hours.,0.5,CHINESE
917,MECHANICS OF MATERIALS,CEE 2202A/B,"[{'text': 'ENGSCI 1022A/B/Y', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'NMM 1412A/B', 'isLink': True}, {'text': 'or the former Applied Mathematics 1412A/B.', 'isLink': False}]","[{'text': 'MME 2202A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],"['NMM 1412A/B', 'ENGSCI 1022A/B/Y']",['MME 2202A/B'],[],[],Concept of stress and strain; axially loaded members; second moment of area; elastic torsion of circular shafts; bending and shearing stresses in beams; transformation of stress and strain; stresses in thin-walled pressure vessels; design of beams and introduction to beam deflection.,Western Main Campus,"3 lecture hours, 3 tutorial hours.",0.5,CEE
918,INTRODUCTION TO ENVIRONMENTAL ENGINEERING,CEE 2217A/B,"[{'text': 'CHEM 1302A/B', 'isLink': True}, {'text': 'or the former Chemistry 1024A/B.', 'isLink': False}]","[{'text': 'CHEM 2210A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],['CHEM 1302A/B'],['CHEM 2210A/B'],[],[],"A course introducing the application of chemistry and engineering principles to an understanding of environmental issues associated with human activity. Topics include mass and energy transfer, environmental chemistry, water and air pollution, pollutant transport modeling, pollution management, and risk assessment.",Western Main Campus,"3 lecture hours, 2 tutorial hours.",0.5,CEE
919,COMPUTATIONAL TOOLS FOR CIVIL ENGINEERS,CEE 2219A/B,"[{'text': 'ENGSCI 1036A/B', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'NMM 1411A/B', 'isLink': True}, {'text': 'or the former Applied Mathematics 1411A/B,', 'isLink': False}, {'text': ',', 'isLink': False}, {'text': 'NMM 1412A/B', 'isLink': True}, {'text': 'or the former Applied Mathematics 1412A/B,', 'isLink': False}, {'text': ',', 'isLink': False}, {'text': 'NMM 2270A/B', 'isLink': True}, {'text': 'or the former Applied Mathematics 2270A/B.', 'isLink': False}]","[{'text': 'CBE 2291A/B', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'the former CEE 2218A/B.', 'isLink': False}]","[{'text': 'Corequisite(s):', 'isLink': False}, {'text': 'NMM 2276A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'NMM 2277A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],"['NMM 1412A/B', 'NMM 1411A/B', 'NMM 2270A/B', 'ENGSCI 1036A/B']",['CBE 2291A/B'],"['NMM 2277A/B', 'NMM 2276A/B']",[],"A first course in numerical methods for civil and environmental engineers, emphasizing problem formulation, solution algorithm design and programming application.  Methods for solving nonlinear algebraic equations, ordinary differential equations, and differential-algebraic systems. Introduction to the systems approach, and system analysis terminology, for application to engineering planning, design and operations.",Western Main Campus,"3 lecture hours, 3 design lab hours per week.",0.5,CEE
920,INTRODUCTION TO STRUCTURAL ENGINEERING,CEE 2220A/B,"[{'text': 'ENGSCI 1022A/B/Y', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'NMM 1412A/B', 'isLink': True}, {'text': 'or the former Applied Mathematics 1412A/B.', 'isLink': False}]",[],"[{'text': 'Corequisite(s):', 'isLink': False}, {'text': 'NMM 2270A/B', 'isLink': True}, {'text': ';', 'isLink': False}, {'text': 'CEE 2202A/B', 'isLink': True}, {'text': 'or registration in Integrated Engineering.', 'isLink': False}]",[],"['NMM 1412A/B', 'ENGSCI 1022A/B/Y']",[],"['CEE 2202A/B', 'NMM 2270A/B']",[],"A first course in Structural Theory and Design, including a consolidation of material concerning static equilibrium. Free body diagrams; behaviour, analysis and design of steel and wooden trusses and statically determinate steel and wooden beams; Euler buckling; force effect envelopes; snow and static wind loads.",Western Main Campus,"3 lecture hours per week, 2 tutorial hours per week, 2 - 30-minute lab sessions per term.",0.5,CEE
921,STRUCTURAL THEORY & DESIGN,CEE 2221A/B,"[{'text': 'CEE 2202A/B', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'CEE 2220A/B', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'NMM 2270A/B', 'isLink': True}, {'text': 'or the former Applied Mathematics 2270A/B.', 'isLink': False}]",[],[],[],"['CEE 2202A/B', 'CEE 2220A/B', 'NMM 2270A/B']",[],[],[],"A consolidation of the analysis and design of statically determinate structures, and an introduction to the analysis of indeterminate structures. Analysis and design of statically determinate beams and frames; bending of unsymmetric sections; virtual work and energy methods, introduction to indeterminate structural analysis.",Western Main Campus,"3 lecture hours per week, 2 tutorial hours per week.",0.5,CEE
922,ENGINEERING FLUID MECHANICS,CEE 2224,"[{'text': 'ENGSCI 1022A/B/Y', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHYSICS 1401A/B', 'isLink': True}, {'text': 'or the former Physics 1026.', 'isLink': False}]",[],"[{'text': 'Corequisite(s):', 'isLink': False}, {'text': 'NMM 2270A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],"['ENGSCI 1022A/B/Y', 'PHYSICS 1401A/B']",[],['NMM 2270A/B'],[],"Basic concepts of fluid mechanics: fluid statics; continuity, momentum and energy equations; vortex flow; flow of real fluids and boundary layers; dimensional analysis. These principles are applied to pipe and open channel flows: steady pipe flows, uniform and gradually-varied flow in open channels; sluice gates, weirs and hydraulic jumps, unsteady flows.",Western Main Campus,"3 lecture hours per week, 2 tutorial hours per week, 3 lab hours 4 times per year.",1.0,CEE
